LCLid,day,morning,afternoon,evening,night,total_consumption
MAC000125,2011-12-16,2.6599999999999997,2.227,6.159000099999999,2.8430000000000026,13.8890001
MAC000125,2011-12-17,3.76,8.123000000000001,7.5250001,4.728000000000005,24.136000100000008
MAC000125,2011-12-18,5.676,2.8629999999999995,3.7499998999999997,3.543999999999998,15.832999899999997
MAC000125,2011-12-19,4.899,2.1060000000000003,2.417,3.086000000000004,12.508000000000004
MAC000125,2011-12-20,3.4749999999999996,0.39899999999999985,0.37799999999999984,2.035999999999999,6.2879999999999985
MAC000125,2011-12-21,0.5209999999999999,0.308,0.35300000000000004,0.8099999999999994,1.9919999999999993
MAC000125,2011-12-22,0.5109999999999999,0.3299999999999999,0.3039999999999999,0.7769999999999995,1.921999999999999
MAC000125,2011-12-23,0.5389999999999999,0.292,0.318,0.7199999999999986,1.8689999999999987
MAC000125,2011-12-24,0.7609999999999998,0.36199999999999993,0.5099999999999999,0.8360000000000004,2.469
MAC000125,2011-12-25,0.525,0.32799999999999985,0.28400000000000003,0.8719999999999992,2.0089999999999995
MAC000125,2011-12-26,0.506,0.2849999999999999,0.33699999999999986,0.6909999999999988,1.8189999999999986
MAC000125,2011-12-27,0.502,0.314,0.28199999999999986,0.7569999999999988,1.8549999999999986
MAC000125,2011-12-28,0.5069999999999999,0.297,0.43,0.8699999999999999,2.1039999999999996
MAC000125,2011-12-29,0.7249999999999998,0.4489999999999999,0.40199999999999986,1.0659999999999992,2.6419999999999986
MAC000125,2011-12-30,0.747,0.4889999999999999,0.418,1.0309999999999995,2.684999999999999
MAC000125,2011-12-31,0.49800000000000005,0.26699999999999985,0.5439999999999999,0.9199999999999994,2.228999999999999
MAC000125,2012-01-01,0.703,0.34099999999999997,0.28900000000000003,1.9179999999999997,3.251
MAC000125,2012-01-02,0.583,0.43499999999999994,0.5149999999999999,0.896000000000001,2.4290000000000007
MAC000125,2012-01-03,0.517,0.3669999999999999,0.501,1.1199999999999997,2.5049999999999994
MAC000125,2012-01-04,0.7660000000000002,0.49599999999999994,0.44599999999999995,1.188,2.896
MAC000125,2012-01-05,0.602,0.44900000000000007,0.4059999999999998,0.9549999999999997,2.4119999999999995
MAC000125,2012-01-06,0.7570000000000001,0.43,1.068,2.560999999999999,4.815999999999999
MAC000125,2012-01-07,1.263,1.0199999999999998,0.438,2.965000000000002,5.686000000000002
MAC000125,2012-01-08,0.9759999999999998,1.4760000000000002,1.1109999999999998,1.804000000000002,5.367000000000002
MAC000125,2012-01-09,0.9749999999999999,1.0639999999999998,1.6209999999999998,2.146,5.805999999999999
MAC000125,2012-01-10,1.234,1.027,1.2550000000000001,2.184000000000001,5.700000000000001
MAC000125,2012-01-11,1.1949999999999998,0.36999999999999994,0.3479999999999998,2.7449999999999997,4.6579999999999995
MAC000125,2012-01-12,0.665,1.2979999999999998,1.4509999999999998,2.084999999999999,5.498999999999999
MAC000125,2012-01-13,0.603,0.5289999999999999,0.5759999999999996,3.131000000000001,4.839
MAC000125,2012-01-14,1.4109999999999996,3.142,3.7809999999999997,3.0729999999999995,11.407
MAC000125,2012-01-15,2.5010000000000003,1.207,2.369,4.709,10.786
MAC000125,2012-01-16,2.4990000000000006,1.102,3.996,5.007999999999999,12.605
MAC000125,2012-01-17,3.6980000000000004,2.418,2.133,3.5579999999999963,11.806999999999997
MAC000125,2012-01-18,1.3059999999999998,0.8799999999999999,1.2289999999999999,2.726,6.141
MAC000125,2012-01-19,1.7289999999999999,0.8479999999999999,0.822,3.8950000000000005,7.2940000000000005
MAC000125,2012-01-20,1.3679999999999997,0.30100000000000005,0.38299999999999995,2.5040000000000004,4.556
MAC000125,2012-01-21,1.394,0.7749999999999999,1.2069999999999999,2.944,6.319999999999999
MAC000125,2012-01-22,1.319,0.7829999999999999,1.4699999999999998,2.63,6.202
MAC000125,2012-01-23,2.285,0.7229999999999998,0.65,3.097,6.755
MAC000125,2012-01-24,1.1879999999999997,0.305,1.1469999999999998,2.3890000000000002,5.029
MAC000125,2012-01-25,0.8430000000000001,0.764,1.1309999999999998,2.207999999999999,4.945999999999999
MAC000125,2012-01-26,1.1869999999999998,0.6439999999999999,0.606,2.0330000000000013,4.470000000000001
MAC000125,2012-01-27,2.0140000000000002,0.8019999999999999,0.8109999999999999,2.073000000000001,5.700000000000001
MAC000125,2012-01-28,2.064,3.9450000000000003,1.444,3.0779999999999985,10.530999999999999
MAC000125,2012-01-29,1.8820000000000001,2.5340000000000003,1.75,2.9479999999999986,9.113999999999999
MAC000125,2012-01-30,1.3659999999999994,0.5309999999999999,1.4829999999999999,2.7730000000000032,6.153000000000002
MAC000125,2012-01-31,1.817,0.974,0.999,2.7069999999999994,6.497
MAC000125,2012-02-01,1.549,0.735,2.173,3.118000000000001,7.575000000000001
