LCLid,day,morning,afternoon,evening,night,total_consumption
MAC000171,2011-11-26,0.24999999999999983,0.0369999999999999,0.0389999999999999,0.5419999999999998,0.8679999999999994
MAC000171,2011-11-27,0.2389999999999997,0.044,0.137,0.6989999999999996,1.1189999999999993
MAC000171,2011-11-28,0.25699999999999995,0.036000000000000004,0.0489999999999999,0.8519999999999999,1.1939999999999997
MAC000171,2011-11-29,0.3709999999999998,0.08099999999999981,0.111,0.8770000000000001,1.4399999999999997
MAC000171,2011-11-30,1.026,0.19200000000000003,0.8719999999999999,4.34,6.43
MAC000171,2011-12-01,0.5349999999999996,0.29,0.08499999999999998,0.6959999999999997,1.6059999999999992
MAC000171,2011-12-02,0.33599999999999985,0.077,0.1179999999999999,0.203,0.7339999999999998
MAC000171,2011-12-03,0.053000000000000005,0.0329999999999999,0.135,0.10100000000000006,0.32199999999999995
MAC000171,2011-12-04,0.05499999999999999,0.032999999999999904,0.034,0.567,0.6889999999999998
MAC000171,2011-12-05,1.88,0.115,0.5369999999999999,1.1510000000000005,3.6830000000000007
MAC000171,2011-12-06,0.195,0.07100000000000001,0.777,0.9600000000000005,2.0030000000000006
MAC000171,2011-12-07,0.48199999999999965,0.2219999999999998,0.5629999999999998,0.6639999999999998,1.9309999999999992
MAC000171,2011-12-08,0.9610000000000001,4.215000000000001,0.056999999999999995,0.3439999999999998,5.577000000000001
MAC000171,2011-12-09,0.20199999999999974,0.041999999999999996,0.0869999999999999,1.0130000000000001,1.3439999999999999
MAC000171,2011-12-10,0.19799999999999993,0.036000000000000004,0.036000000000000004,1.1980000000000002,1.468
MAC000171,2011-12-11,0.7519999999999999,0.024,0.1,1.1259999999999994,2.0019999999999993
MAC000171,2011-12-12,0.3349999999999999,0.033,0.538,0.992,1.898
MAC000171,2011-12-13,0.18799999999999992,0.0439999999999999,0.349,0.543,1.1239999999999997
MAC000171,2011-12-14,0.38399999999999973,0.1299999999999999,0.0399999999999998,0.8360000000000005,1.39
MAC000171,2011-12-15,3.0449999999999995,1.5450000000000002,0.07100000000000001,1.4560000000000004,6.117
MAC000171,2011-12-16,0.2799999999999999,0.44,0.049,1.302,2.071
