LCLid,day,morning,afternoon,evening,night,total_consumption
MAC000008,2012-05-06,5.508,8.9259999,4.78,3.8859999999999966,23.099999899999997
MAC000008,2012-05-07,6.8399999,4.567,3.545,3.913000000000002,18.8649999
MAC000008,2012-05-08,7.218999999999999,3.7049999999999996,3.7510000000000003,7.077999899999992,21.752999899999992
MAC000008,2012-05-09,4.904,1.8009999999999997,7.6309999,6.359000000000003,20.694999900000003
MAC000008,2012-05-10,7.774,1.7810000000000001,2.8019999999999996,4.750000000000002,17.107
MAC000008,2012-05-11,5.921,5.426,4.417000000000001,4.971000000000006,20.73500000000001
MAC000008,2012-05-12,3.881,1.732,2.61,4.161,12.383999999999999
MAC000008,2012-05-13,8.952,5.707,4.382,6.363999999999995,25.404999999999994
MAC000008,2012-05-14,3.737,1.7739999999999998,2.356,7.244,15.111
MAC000008,2012-05-15,3.7090000000000005,1.6849999999999998,1.713,5.524999999999999,12.631999999999998
MAC000008,2012-05-16,4.8149999999999995,1.946,2.401,4.6150000000000055,13.777000000000005
MAC000008,2012-05-17,2.6590000000000003,1.9359999999999997,3.4799999999999995,4.466,12.541
MAC000008,2012-05-18,3.5149999999999997,4.576999999999999,3.401,4.052999999999996,15.545999999999996
MAC000008,2012-05-19,2.5879999999999996,1.6809999999999998,2.347,4.033999999999999,10.649999999999999
MAC000008,2012-05-20,5.257,4.277,3.814,4.194000000000006,17.542000000000005
MAC000008,2012-05-21,8.994,5.891,3.0209999999999995,4.534999999999993,22.440999999999992
MAC000008,2012-05-22,8.127,5.026000000000001,4.930999999999999,8.375000000000002,26.459000000000003
MAC000008,2012-05-23,3.9659999999999993,2.681,2.0559999999999996,4.338999999999997,13.041999999999996
MAC000008,2012-05-24,4.321,4.3469999999999995,3.3100000000000005,4.921000000000001,16.899
MAC000008,2012-05-25,3.9830000000000005,3.592,5.199,8.553,21.327
MAC000008,2012-05-26,4.612,2.4710000000000005,1.9859999999999998,6.203999999999998,15.272999999999996
MAC000008,2012-05-27,3.7439999999999998,3.4939999999999998,2.811,4.071999999999997,14.120999999999997
MAC000008,2012-05-28,3.683,2.1719999999999997,2.405,3.9459999999999984,12.205999999999998
MAC000008,2012-05-29,5.561,1.4220000000000002,1.7949999999999997,3.665999999999997,12.443999999999997
MAC000008,2012-05-30,2.887,3.8770000000000002,2.601,4.214000000000001,13.579
MAC000008,2012-05-31,6.027000000000001,1.805,4.0489999999999995,5.388999999999999,17.27
MAC000008,2012-06-01,6.467,1.837,1.9940000000000002,5.555000000000003,15.853000000000003
MAC000008,2012-06-02,3.218000000000001,2.259,1.854,3.7839999999999963,11.114999999999997
MAC000008,2012-06-03,3.792,2.1060000000000003,1.9009999999999998,4.721,12.52
MAC000008,2012-06-04,2.7159999999999997,3.9859999999999998,4.292,4.720000000000001,15.714
MAC000008,2012-06-05,3.8459999999999996,2.633,2.253,3.938999999999999,12.671
MAC000008,2012-06-06,2.919,1.6119999999999999,3.5869999999999997,5.008000000000001,13.126
MAC000008,2012-06-07,3.5400000000000005,6.785999899999999,3.1089999999999995,4.162000000000001,17.5969999
MAC000008,2012-06-08,5.551,2.367,2.477,4.057000000000006,14.452000000000005
MAC000008,2012-06-09,3.29,5.6890001,4.2749999999999995,3.967999999999999,17.2220001
MAC000008,2012-06-10,5.101999999999999,4.836,6.9760001,4.833000000000004,21.7470001
MAC000008,2012-06-11,8.738999999999999,3.616,3.068,4.435000000000006,19.858000000000004
