LCLid,day,morning,afternoon,evening,night,total_consumption
MAC000012,2012-10-03,0.33100000000000007,0.246,0.20600000000000002,0.734,1.5170000000000001
MAC000012,2012-10-04,0.303,0.16399999999999998,0.244,0.49300000000000055,1.2040000000000006
MAC000012,2012-10-05,0.2919999999999999,0.136,0.22499999999999998,0.5000000000000003,1.1530000000000002
MAC000012,2012-10-06,0.268,0.16299999999999998,0.251,0.4260000000000005,1.1080000000000005
MAC000012,2012-10-07,0.353,0.15400000000000003,0.208,0.4460000000000003,1.1610000000000003
MAC000012,2012-10-08,0.305,0.14999999999999988,0.22099999999999997,0.48200000000000054,1.1580000000000004
MAC000012,2012-10-09,0.2699999999999999,0.16699999999999998,0.249,0.4660000000000001,1.1520000000000001
MAC000012,2012-10-10,0.288,0.159,0.232,0.4380000000000004,1.1170000000000004
MAC000012,2012-10-11,0.2769999999999999,0.21,0.241,0.4690000000000002,1.197
MAC000012,2012-10-12,0.31399999999999995,0.153,0.20600000000000002,0.49500000000000016,1.1680000000000001
MAC000012,2012-10-13,0.33499999999999996,0.18200000000000002,0.158,0.4830000000000001,1.1580000000000001
MAC000012,2012-10-14,0.322,0.17700000000000002,0.152,0.48799999999999966,1.1389999999999998
MAC000012,2012-10-15,0.29799999999999993,0.147,0.219,0.486,1.15
MAC000012,2012-10-16,0.2899999999999998,0.133,0.241,0.4760000000000003,1.1400000000000001
MAC000012,2012-10-17,0.317,0.15100000000000002,0.1839999999999998,0.4710000000000002,1.123
MAC000012,2012-10-18,0.33599999999999997,0.198,0.1509999999999999,0.475,1.16
MAC000012,2012-10-19,0.3399999999999999,0.24499999999999988,0.15200000000000002,0.44100000000000017,1.178
MAC000012,2012-10-20,0.325,0.24500000000000002,0.15100000000000002,0.4530000000000004,1.1740000000000004
MAC000012,2012-10-21,0.328,0.239,0.15200000000000002,0.41800000000000015,1.137
MAC000012,2012-10-22,0.34800000000000003,0.21299999999999988,0.132,0.4880000000000001,1.181
MAC000012,2012-10-23,0.34900000000000003,1.795,0.22899999999999998,0.5109999999999993,2.8839999999999995
MAC000012,2012-10-24,0.34099999999999997,0.145,0.237,0.515,1.238
MAC000012,2012-10-25,0.311,0.15999999999999998,0.256,0.49700000000000033,1.2240000000000002
MAC000012,2012-10-26,0.29800000000000004,0.15899999999999992,0.221,0.49500000000000033,1.1730000000000003
MAC000012,2012-10-27,0.24999999999999986,0.1489999999999998,0.236,0.4140000000000005,1.0490000000000002
MAC000012,2012-10-28,0.2539999999999999,0.22999999999999987,0.128,0.36700000000000044,0.9790000000000002
MAC000012,2012-10-29,0.2689999999999998,0.13899999999999987,0.17800000000000002,0.42100000000000015,1.007
MAC000012,2012-10-30,0.321,0.1339999999999999,0.197,0.44900000000000034,1.1010000000000002
MAC000012,2012-10-31,0.2809999999999999,0.1409999999999999,0.221,0.42300000000000026,1.066
MAC000012,2012-11-01,0.302,0.14400000000000002,0.149,0.4640000000000003,1.0590000000000002
MAC000012,2012-11-02,0.307,0.186,0.14200000000000002,0.39400000000000024,1.0290000000000004
MAC000012,2012-11-03,0.301,0.1739999999999999,0.1399999999999999,0.4580000000000002,1.073
MAC000012,2012-11-04,0.3,0.6269999999999999,3.019,1.4609999999999994,5.406999999999999
MAC000012,2012-11-05,2.3919999999999995,0.2789999999999997,2.4859999999999998,1.6049999999999986,6.761999999999998
MAC000012,2012-11-06,1.7739999999999998,0.29000000000000004,1.911,1.6970000000000005,5.672000000000001
MAC000012,2012-11-07,1.6989999999999998,0.341,1.896,1.468,5.404
MAC000012,2012-11-08,1.5379999999999998,0.2559999999999997,1.969,1.8469999999999993,5.609999999999999
MAC000012,2012-11-09,2.8329999999999997,1.5119999999999998,1.5659999999999998,1.665000000000001,7.5760000000000005
MAC000012,2012-11-10,1.9809999999999999,0.2689999999999999,1.8439999999999999,1.3089999999999988,5.402999999999999
MAC000012,2012-11-11,1.613,0.491,1.557,1.9459999999999993,5.606999999999999
MAC000012,2012-11-12,3.2499999999999996,3.417,2.3409999999999997,1.6530000000000018,10.661000000000001
MAC000012,2012-11-13,1.591,0.277,2.047,1.3479999999999985,5.262999999999998
MAC000012,2012-11-14,1.4009999999999998,1.4409999999999996,1.6680000000000001,1.7079999999999984,6.217999999999998
MAC000012,2012-11-15,1.3529999999999995,0.2739999999999999,1.3889999999999996,2.1560000000000015,5.172000000000001
MAC000012,2012-11-16,1.617,0.748,2.3949999999999996,2.5020000000000016,7.262000000000001
MAC000012,2012-11-17,1.9789999999999996,1.2429999999999997,0.4089999999999999,2.4110000000000014,6.042000000000001
MAC000012,2012-11-18,1.434,1.218,2.423,1.742,6.817
MAC000012,2012-11-19,2.472,3.8629999999999995,2.6599999999999997,2.018999999999999,11.013999999999998
MAC000012,2012-11-20,2.5759999999999996,1.986,3.3269999999999995,1.7730000000000001,9.661999999999999
MAC000012,2012-11-21,3.1829999999999994,1.4819999999999998,2.2809999999999997,2.1949999999999994,9.140999999999998
MAC000012,2012-11-22,3.1619999999999995,0.514,0.18900000000000003,0.7040000000000004,4.569
MAC000012,2012-11-23,0.33999999999999986,0.13,0.21499999999999975,0.4930000000000001,1.1779999999999997
MAC000012,2012-11-24,0.302,0.1209999999999999,0.24,0.42099999999999993,1.0839999999999996
MAC000012,2012-11-25,0.3239999999999997,0.212,0.149,0.40200000000000036,1.0870000000000002
MAC000012,2012-11-26,0.30199999999999994,0.237,0.219,0.4390000000000004,1.1970000000000003
MAC000012,2012-11-27,0.2699999999999999,0.158,0.23900000000000002,0.41100000000000037,1.0780000000000003
MAC000012,2012-11-28,0.357,0.1299999999999999,0.192,0.4410000000000002,1.12
MAC000012,2012-11-29,0.23299999999999998,0.22,0.125,0.4370000000000004,1.0150000000000003
MAC000012,2012-11-30,0.251,0.15,0.21500000000000002,0.3770000000000004,0.9930000000000005
MAC000012,2012-12-01,0.214,0.186,3.271,0.4100000000000006,4.081
MAC000012,2012-12-02,0.2889999999999999,0.1449999999999999,0.14300000000000002,0.3520000000000002,0.929
