LCLid,day,morning,afternoon,evening,night,total_consumption
MAC000346,2012-03-10,2.749,1.4109999999999998,2.3600000000000003,2.6149999999999993,9.135
MAC000346,2012-03-11,2.351,3.8080000000000003,4.7999999,3.3700000000000037,14.328999900000007
MAC000346,2012-03-12,3.2849999999999997,4.264,4.552,4.526,16.627
MAC000346,2012-03-13,5.458999999999999,2.34,2.933,4.9190000000000005,15.651
MAC000346,2012-03-14,4.234,3.34,4.7010001,4.237000000000002,16.5120001
MAC000346,2012-03-15,4.653,1.0419999999999998,3.7070000000000003,3.497000000000002,12.899000000000001
MAC000346,2012-03-16,3.7879999999999994,4.311,4.968,5.2499999999999964,18.316999999999997
MAC000346,2012-03-17,2.757999999999999,1.6029999999999998,4.795,3.942,13.097999999999999
MAC000346,2012-03-18,3.0429999999999993,1.002,3.797,3.823,11.665
MAC000346,2012-03-19,4.4399999999999995,1.884,1.5729999999999997,2.6609999999999987,10.557999999999998
MAC000346,2012-03-20,2.4800000000000004,1.2679999999999998,1.7770000000000001,2.296000000000001,7.8210000000000015
MAC000346,2012-03-21,1.8459999999999996,1.1199999999999999,2.2009999999999996,2.7979999999999983,7.964999999999997
MAC000346,2012-03-22,3.069,3.9490000000000003,3.7460001000000003,3.0290000000000012,13.793000100000002
MAC000346,2012-03-23,1.0499999999999996,0.6029999999999999,0.7369999999999999,2.4860000000000007,4.876
MAC000346,2012-03-24,1.048,0.602,0.7299999999999995,1.5389999999999997,3.918999999999999
MAC000346,2012-03-25,1.1429999999999996,0.5819999999999999,0.7239999999999999,1.5020000000000011,3.9510000000000005
MAC000346,2012-03-26,1.056,0.5769999999999998,0.8189999999999997,1.4840000000000015,3.9360000000000017
MAC000346,2012-03-27,1.0349999999999997,0.5800000000000001,0.7249999999999999,1.5130000000000001,3.8529999999999998
MAC000346,2012-03-28,1.0599999999999998,0.5819999999999999,0.7609999999999999,1.5810000000000006,3.984
MAC000346,2012-03-29,1.0379999999999996,0.6479999999999999,0.7679999999999997,1.4910000000000023,3.9450000000000016
MAC000346,2012-03-30,1.0299999999999996,0.599,0.737,1.5000000000000009,3.8660000000000005
MAC000346,2012-03-31,1.0359999999999998,0.5979999999999998,0.7,1.5909999999999995,3.924999999999999
MAC000346,2012-04-01,1.1319999999999997,0.6899999999999997,0.711,1.5050000000000012,4.038
MAC000346,2012-04-02,1.0869999999999997,0.574,0.7179999999999999,1.4919999999999995,3.870999999999999
MAC000346,2012-04-03,1.0899999999999994,0.5959999999999999,0.7299999999999999,1.595000000000001,4.011
MAC000346,2012-04-04,1.202,0.63,0.747,1.5260000000000007,4.105
MAC000346,2012-04-05,1.142,0.613,0.7639999999999997,1.5669999999999997,4.085999999999999
MAC000346,2012-04-06,1.2079999999999997,0.5909999999999997,0.7849999999999997,1.539000000000001,4.123
MAC000346,2012-04-07,1.1799999999999997,0.6149999999999998,0.7769999999999998,1.514000000000002,4.086000000000001
MAC000346,2012-04-08,1.1109999999999998,0.6139999999999999,0.7269999999999998,1.5990000000000006,4.051
MAC000346,2012-04-09,1.1289999999999998,0.613,0.7659999999999999,1.5400000000000005,4.048
MAC000346,2012-04-10,1.237,0.6149999999999999,0.744,1.534,4.13
MAC000346,2012-04-11,1.1409999999999996,0.589,0.7799999999999999,1.5160000000000005,4.026
MAC000346,2012-04-12,1.1079999999999999,0.5969999999999999,0.7269999999999999,1.5260000000000007,3.958
MAC000346,2012-04-13,1.236,0.569,0.7709999999999998,1.9320000000000004,4.508
MAC000346,2012-04-14,2.349,1.694,3.4320000000000004,2.1929999999999987,9.668
MAC000346,2012-04-15,1.8409999999999997,2.1660000000000004,5.634,3.5240000000000027,13.165000000000003
MAC000346,2012-04-16,4.108,2.1639999999999997,3.986,4.333000000000004,14.591000000000003
MAC000346,2012-04-17,3.998,1.3210000000000002,3.865,3.0589999999999975,12.242999999999999
MAC000346,2012-04-18,5.950000000000001,3.3609999999999998,5.4750001,4.049999999999993,18.836000099999993
MAC000346,2012-04-19,5.566,1.507,3.902,3.035000000000003,14.010000000000002
MAC000346,2012-04-20,3.0749999999999997,1.8989999999999996,3.812,3.015000000000002,11.801000000000002
MAC000346,2012-04-21,2.7809999999999997,1.5039999999999996,4.3740000000000006,3.0509999999999984,11.709999999999997
MAC000346,2012-04-22,3.6999999999999997,1.952,2.143,2.6819999999999977,10.476999999999997
MAC000346,2012-04-23,2.698,1.054,2.15,2.3669999999999995,8.268999999999998
MAC000346,2012-04-24,4.723000000000001,1.3899999999999997,2.437,2.468999999999998,11.018999999999998
MAC000346,2012-04-25,1.8510000000000002,0.7839999999999998,0.9149999999999998,2.580000000000002,6.130000000000002
MAC000346,2012-04-26,1.2979999999999998,0.7369999999999997,0.8369999999999999,1.6460000000000012,4.518000000000001
MAC000346,2012-04-27,1.2689999999999997,0.7479999999999998,0.8029999999999996,1.6230000000000007,4.443
MAC000346,2012-04-28,1.2899999999999996,0.7669999999999998,0.858,1.6300000000000012,4.545000000000001
MAC000346,2012-04-29,1.4199999999999995,0.7629999999999999,2.578,2.237999999999999,6.998999999999999
MAC000346,2012-04-30,2.42,1.2439999999999998,2.383,2.561000000000001,8.608
MAC000346,2012-05-01,4.035000000000001,1.258,0.8919999999999998,1.824999999999997,8.009999999999998
MAC000346,2012-05-02,2.7569999999999997,1.4089999999999998,2.9070000000000005,2.680999999999998,9.753999999999998
MAC000346,2012-05-03,2.492,0.828,3.8859999999999997,2.020000000000001,9.226
MAC000346,2012-05-04,4.569999999999999,2.5469999999999997,1.9360000000000002,2.6060000000000016,11.659
MAC000346,2012-05-05,2.216,2.231,3.211,3.2289999999999996,10.886999999999999
MAC000346,2012-05-06,7.215999999999999,2.716,2.209,3.0159999999999987,15.156999999999996
MAC000346,2012-05-07,2.418,1.611,4.247999999999999,3.109000000000001,11.386
MAC000346,2012-05-08,3.064,1.561,3.636,3.1930000000000005,11.454
MAC000346,2012-05-09,3.696,1.83,5.401,3.248999999999997,14.175999999999997
MAC000346,2012-05-10,4.531000000000001,2.5989999999999998,5.384,3.2410000000000014,15.755000000000003
MAC000346,2012-05-11,2.6750000000000003,2.4950000000000006,3.415,3.2969999999999944,11.881999999999994
MAC000346,2012-05-12,3.0469999999999997,1.821,3.8179999999999996,2.9990000000000023,11.685000000000002
MAC000346,2012-05-13,2.6239999999999997,2.402,3.561,3.043,11.629999999999999
MAC000346,2012-05-14,3.539,3.8049999999999997,3.154,2.508000000000001,13.006
MAC000346,2012-05-15,3.5500000000000007,1.2589999999999997,2.1550000000000002,2.5470000000000006,9.511000000000001
MAC000346,2012-05-16,3.0319999999999996,1.259,1.7909999999999997,2.2909999999999977,8.372999999999998
MAC000346,2012-05-17,4.046,1.136,0.8979999999999999,2.3979999999999997,8.478
MAC000346,2012-05-18,2.558,1.4399999999999997,2.7489999999999997,3.1930000000000005,9.94
MAC000346,2012-05-19,2.8759999999999994,1.5630000000000002,1.7179999999999997,2.3720000000000017,8.529000000000002
