LCLid,day,morning,afternoon,evening,night,total_consumption
MAC000164,2011-11-25,5.505999999999999,1.826,2.1809999999999996,9.432,18.945
MAC000164,2011-11-26,3.4619999999999993,6.940000100000001,7.6139999,10.455000000000002,28.471
MAC000164,2011-11-27,9.588000000000001,1.072,2.3009999999999997,11.749000100000002,24.710000100000002
MAC000164,2011-11-28,4.274,3.66,2.495,7.578,18.007
MAC000164,2011-11-29,4.855,1.54,3.8820000000000006,7.79,18.067
MAC000164,2011-11-30,4.911,2.3429999999999995,2.2439999999999998,6.986000000000002,16.484
MAC000164,2011-12-01,3.9259999999999993,1.0019999999999998,2.388,6.694000000000004,14.010000000000003
MAC000164,2011-12-02,5.714,3.9349999999999996,5.897,14.147,29.693
MAC000164,2011-12-03,3.728,1.714,5.3919999999999995,9.745,20.579
MAC000164,2011-12-04,3.2330000000000005,1.2049999999999998,6.2080001,13.000000100000008,23.64600020000001
MAC000164,2011-12-05,6.728,0.844,0.702,6.238999999999998,14.512999999999998
MAC000164,2011-12-06,10.309,3.993,5.141,18.880999900000013,38.32399990000001
MAC000164,2011-12-07,10.199000000000002,6.976000000000001,7.36,18.6329999,43.167999900000005
MAC000164,2011-12-08,11.443999999999999,6.473,8.312,21.143,47.372
MAC000164,2011-12-09,6.972,4.163,6.8239999,13.991000000000007,31.94999990000001
MAC000164,2011-12-10,6.193,2.384,2.0629999999999997,7.272999999999997,17.912999999999997
MAC000164,2011-12-11,12.027000000000001,3.135,3.8649999999999998,14.210000099999997,33.237000099999996
MAC000164,2011-12-12,2.134,4.4559999999999995,5.911,11.243,23.744
MAC000164,2011-12-13,4.305,2.234,4.337,9.534999999999998,20.410999999999998
MAC000164,2011-12-14,6.1129999999999995,2.53,6.792000000000001,13.539999999999992,28.97499999999999
MAC000164,2011-12-15,5.045,2.2910000000000004,4.487,13.495000100000004,25.318000100000006
MAC000164,2011-12-16,6.888999999999999,1.6090000000000002,2.552,13.8929999,24.942999899999997
MAC000164,2011-12-17,8.094,1.9339999999999997,2.989,10.734999999999996,23.751999999999995
MAC000164,2011-12-18,4.419000000000001,2.55,2.3289999999999997,12.139,21.437
MAC000164,2011-12-19,3.54,2.612,2.826,9.856000000000007,18.834000000000007
MAC000164,2011-12-20,5.652,2.2460000000000004,2.71,6.417999999999995,17.025999999999996
MAC000164,2011-12-21,4.768999999999999,2.166,10.754000099999999,5.805000000000003,23.4940001
MAC000164,2011-12-22,5.106,3.366,2.589,6.454999999999995,17.515999999999995
