LCLid,day,morning,afternoon,evening,night,total_consumption
MAC000031,2011-12-08,5.226,1.6369999999999998,5.5880001,5.633000000000001,18.0840001
MAC000031,2011-12-09,4.747,1.203,9.21,8.335000099999998,23.4950001
MAC000031,2011-12-10,7.200999999999999,3.133,8.081999999999999,7.372000000000005,25.788000000000004
MAC000031,2011-12-11,9.853000000000002,7.543,10.372999799999999,9.416999999999984,37.18599979999998
MAC000031,2011-12-12,8.166000000000002,1.8669999999999995,9.2510001,5.256999999999994,24.541000099999994
MAC000031,2011-12-13,3.23,1.924,6.574999899999999,7.897000000000008,19.625999900000007
MAC000031,2011-12-14,7.199,5.566,8.5079999,6.145999999999999,27.418999900000003
MAC000031,2011-12-15,3.102,3.1820000000000004,5.748,3.953000000000002,15.985000000000003
MAC000031,2011-12-16,6.169000099999999,1.7009999999999998,6.468999999999999,6.892999900000005,21.232000000000003
MAC000031,2011-12-17,5.98,6.356,6.6019999,7.2679999999999945,26.205999899999995
MAC000031,2011-12-18,3.8289999999999997,1.187,1.576,3.137999999999997,9.729999999999997
MAC000031,2011-12-19,2.2839999999999994,1.369,1.662,3.020999999999998,8.335999999999999
MAC000031,2011-12-20,2.525,1.238,1.734,3.0269999999999992,8.524
MAC000031,2011-12-21,2.419,1.322,1.412,3.0699999999999985,8.222999999999999
MAC000031,2011-12-22,2.222,1.201,1.128,2.980999999999998,7.531999999999998
MAC000031,2011-12-23,2.179,1.2049999999999998,1.362,2.799999999999997,7.545999999999997
MAC000031,2011-12-24,2.3939999999999997,1.281,1.4999999999999998,2.957,8.132
MAC000031,2011-12-25,2.364,1.116,1.39,2.838,7.708
MAC000031,2011-12-26,2.086,1.057,1.218,2.8530000000000015,7.214000000000001
MAC000031,2011-12-27,2.2110000000000003,1.2609999999999997,1.185,2.8949999999999982,7.551999999999998
MAC000031,2011-12-28,2.1229999999999993,1.2669999999999997,1.3749999999999998,2.9080000000000013,7.673
MAC000031,2011-12-29,2.546,1.301,1.4909999999999999,2.8889999999999976,8.226999999999997
MAC000031,2011-12-30,2.414,1.198,1.5330000000000001,4.136,9.281
MAC000031,2011-12-31,8.5640001,13.7669999,5.85,7.884999999999987,36.06599999999999
MAC000031,2012-01-01,7.470999999999998,8.7069999,13.664,6.936999999999985,36.77899989999998
MAC000031,2012-01-02,4.848999999999999,3.319,10.0120001,7.5849999000000015,25.765
MAC000031,2012-01-03,7.108999900000001,3.351,8.7829999,7.646000099999991,26.88899989999999
