LCLid,day,morning,afternoon,evening,night,total_consumption
MAC000009,2012-09-21,1.6260000000000001,1.0779999999999998,1.595,1.9090000000000018,6.208000000000001
MAC000009,2012-09-22,2.637,1.276,1.922,2.025999999999999,7.860999999999999
MAC000009,2012-09-23,1.617,1.428,2.456,2.025,7.526
MAC000009,2012-09-24,4.687,1.3139999999999998,1.4340000000000002,1.9269999999999978,9.361999999999998
MAC000009,2012-09-25,2.617,1.6529999999999998,1.765,2.115000000000001,8.15
MAC000009,2012-09-26,3.5860000000000003,1.406,1.709,2.052,8.753
MAC000009,2012-09-27,3.916,1.2570000000000001,1.8419999999999999,1.9710000000000003,8.986
MAC000009,2012-09-28,2.795,1.34,1.791,2.034000000000001,7.960000000000001
MAC000009,2012-09-29,2.3019999999999996,1.4040000000000001,1.858,2.113,7.677
MAC000009,2012-09-30,4.274,1.4799999999999998,2.2720000000000002,1.8869999999999987,9.912999999999998
MAC000009,2012-10-01,4.6370000000000005,1.506,1.49,1.8499999999999963,9.482999999999997
MAC000009,2012-10-02,2.7179999999999995,1.2189999999999994,1.516,1.6869999999999994,7.139999999999999
MAC000009,2012-10-03,3.8400000000000003,1.1579999999999997,1.686,1.735999999999997,8.419999999999998
MAC000009,2012-10-04,3.1750000000000003,1.35,1.806,2.1540000000000004,8.485000000000001
MAC000009,2012-10-05,3.056,1.3629999999999998,1.929,2.0900000000000007,8.438
MAC000009,2012-10-06,2.271,1.303,1.694,1.8610000000000007,7.1290000000000004
MAC000009,2012-10-07,3.2699999999999996,1.438,1.95,2.165000000000001,8.823
MAC000009,2012-10-08,4.219,1.4389999999999998,1.5529999999999997,2.0050000000000026,9.216000000000003
MAC000009,2012-10-09,3.6720000000000006,1.5019999999999998,1.6979999999999997,2.004999999999999,8.876999999999999
MAC000009,2012-10-10,3.2439999999999998,2.3249999999999997,1.9209999999999998,2.142000000000001,9.632
MAC000009,2012-10-11,3.1479999999999997,1.529,1.898,1.994999999999999,8.569999999999999
MAC000009,2012-10-12,3.005,1.444,1.7429999999999997,1.9610000000000027,8.153000000000002
MAC000009,2012-10-13,2.536,1.472,1.8239999999999998,2.0349999999999997,7.866999999999999
MAC000009,2012-10-14,4.454,1.6849999999999998,2.2119999999999997,2.078000000000001,10.429
MAC000009,2012-10-15,5.3960001,1.3800000000000001,1.557,2.0709999999999975,10.404000099999998
