LCLid,year,month,morning,afternoon,evening,night,total_consumption
MAC000154,2011,11,15.367999999999999,13.337,23.3849999,21.293999999999993,73.38399989999999
MAC000154,2011,12,48.794999999999995,51.727,66.187,73.611,240.32
MAC000154,2012,1,32.653999999999996,37.414,54.1329999,52.443999999999996,176.6449999
MAC000154,2012,2,50.488,49.2259999,77.3490002,85.28299999999999,262.34600009999997
MAC000154,2012,3,55.357,52.642,71.8780003,88.41499999999999,268.2920003
MAC000154,2012,4,39.021,22.863,40.195,41.237000000000016,143.316
MAC000154,2012,5,53.135,39.025999999999996,62.513,65.016,219.69
MAC000154,2012,6,70.64,49.6259999,91.376,94.81100000000002,306.4529999
MAC000154,2012,7,64.553,40.323,66.098,104.90600000000002,275.88
MAC000154,2012,8,59.574999999999996,41.702999999999996,65.727,104.03099999999999,271.036
MAC000154,2012,9,52.28999999999999,29.012999999999998,54.997,76.896,213.19599999999997
MAC000154,2012,10,59.771,35.696999999999996,61.105,79.77199999999999,236.345
MAC000154,2012,11,52.481,33.207,71.589,88.01800000000001,245.29500000000002
MAC000154,2012,12,48.9,35.849,60.653999999999996,88.36299999999999,233.766
MAC000154,2013,1,40.303,30.682999999999996,54.234,80.795,206.015
MAC000154,2013,2,46.937999999999995,39.16,55.981,85.296,227.375
MAC000154,2013,3,55.54,42.338,57.8139999,84.646,240.3379999
MAC000154,2013,4,31.595,25.733999999999998,25.770999999999997,64.649,147.749
MAC000154,2013,5,24.857999999999997,14.524999999999999,24.802,33.962,98.14699999999999
MAC000166,2011,11,12.421,10.767,17.678,35.54,76.406
MAC000166,2011,12,39.769999999999996,27.743999999999996,27.23,66.24299999999998,160.98699999999997
MAC000166,2012,1,73.56,58.442,76.258,116.139,324.399
MAC000166,2012,2,62.655,51.683,70.4399999,129.336,314.1139999
MAC000166,2012,3,64.805,61.364999999999995,71.277,152.58900000000003,350.036
MAC000166,2012,4,67.26299999999999,51.506,64.1959999,152.843,335.80799989999997
MAC000166,2012,5,62.652,49.486,48.75,131.90200000000002,292.79
MAC000166,2012,6,46.663,40.046,47.2650001,116.50300010000001,250.4770002
MAC000166,2012,7,53.421,40.05,59.482,123.16600000000001,276.11899999999997
MAC000166,2012,8,48.382999999999996,49.662,71.659,145.858,315.562
MAC000166,2012,9,59.181999999999995,48.663,64.18299999999999,111.256,283.284
MAC000166,2012,10,57.099999999999994,43.595,58.35,104.354,263.399
MAC000166,2012,11,44.019,44.357,70.588,122.644,281.608
MAC000166,2012,12,72.797,61.852,74.598,138.041,347.288
MAC000166,2013,1,78.526,55.617,75.82000000000001,138.223,348.186
MAC000166,2013,2,53.592,50.761,68.994,114.723,288.07
MAC000166,2013,3,64.928,55.551,69.2300001,104.78300000000002,294.4920001
MAC000166,2013,4,56.37,49.339,56.446999999999996,104.576,266.73199999999997
MAC000166,2013,5,67.64699999999999,45.9000001,58.981,107.4179999,279.94599999999997
MAC000166,2013,6,57.04,44.241,57.37,91.44100000000002,250.092
MAC000166,2013,7,46.927,40.038,56.664,113.01,256.639
MAC000166,2013,8,51.8079999,40.108,46.660999999999994,90.21199999999999,228.7889999
