LCLid,year,month,morning,afternoon,evening,night,total_consumption
MAC000077,2011,12,18.962,21.968999999999998,37.372,58.519,136.822
MAC000077,2012,1,28.353999999999996,37.07599999999999,44.966,74.76400000000001,185.16
MAC000077,2012,2,27.843999999999998,28.325999999999997,48.459999999999994,77.76700000000001,182.397
MAC000077,2012,3,28.419999999999998,32.88,47.609,64.89200000000001,173.801
MAC000077,2012,4,30.22,39.443,45.86,59.429,174.952
MAC000077,2012,5,30.782999999999994,31.546,37.028999999999996,56.70000000000001,156.058
MAC000077,2012,6,28.316,28.57,34.111999999999995,47.568999999999996,138.56699999999998
MAC000077,2012,7,32.489,29.077999999999996,37.664,50.647,149.878
MAC000077,2012,8,26.818999999999996,29.362,34.524,53.34499999999999,144.04999999999998
MAC000077,2012,9,31.003999999999998,25.906999999999996,35.190999999999995,43.552000000000014,135.654
MAC000077,2012,10,32.495,21.429999999999996,39.739999999999995,59.558,153.22299999999998
MAC000077,2012,11,29.264999999999997,22.432999999999996,36.491,73.977,162.166
MAC000077,2012,12,25.685999999999996,26.378999999999998,36.742999999999995,78.134,166.94199999999998
MAC000077,2013,1,25.381999999999998,30.471999999999998,42.846,78.21300000000001,176.91299999999998
MAC000077,2013,2,26.320999999999998,26.327999999999996,46.285,67.12400000000001,166.058
MAC000077,2013,3,33.759,30.656,43.929,77.305,185.649
MAC000077,2013,4,22.352999999999998,27.907999999999998,44.126,68.56,162.947
MAC000077,2013,5,25.479999999999997,33.586999999999996,41.551,73.761,174.379
MAC000077,2013,6,22.849,34.452,43.132,80.116,180.549
MAC000077,2013,7,33.314,39.742999999999995,47.82,93.887,214.76399999999998
MAC000077,2013,8,28.527999999999995,37.55,45.153999999999996,93.612,204.844
MAC000077,2013,9,37.706999999999994,40.571,50.416,76.261,204.95499999999998
MAC000077,2013,10,40.602,45.305,56.18,54.98199999999999,197.069
MAC000077,2013,11,32.251,38.311,57.609,68.22100000000002,196.392
MAC000077,2013,12,34.714999999999996,36.854,59.528,77.20700000000001,208.304
MAC000077,2014,1,37.019999999999996,41.452,58.978,75.00500000000001,212.455
MAC000077,2014,2,30.898999999999997,37.189,49.381,61.636,179.105
MAC000653,2012,4,7.017999999999999,4.451999999999998,17.906,16.612000000000002,45.988
MAC000653,2012,5,14.334999999999997,9.556999999999999,32.079000099999995,27.631,83.6020001
MAC000653,2012,6,14.186999999999998,9.944999999999997,24.177999999999997,22.591,70.901
MAC000653,2012,7,15.736999999999997,10.241999999999997,25.336999999999996,25.684,77.0
MAC000653,2012,8,16.689999999999998,12.354999999999997,29.903,26.616999999999994,85.565
MAC000653,2012,9,11.998999999999999,7.8619999999999965,33.0709999,23.844000000000005,76.7759999
MAC000653,2012,10,13.319999999999997,11.605999999999998,63.8839998,30.133,118.9429998
MAC000653,2012,11,13.367999999999999,10.304999999999996,54.7,33.85200000000001,112.22500000000001
MAC000653,2012,12,11.206999999999997,7.323999999999998,32.8550001,28.987,80.3730001
MAC000653,2013,1,13.289999999999996,8.370999999999995,57.262,35.811,114.734
MAC000653,2013,2,10.911999999999995,8.660999999999996,51.4719998,30.485000000000003,101.5299998
MAC000653,2013,3,12.492999999999995,8.615999999999996,52.109,35.383,108.601
MAC000653,2013,4,10.401999999999996,6.219999999999997,26.118,22.801000000000002,65.541
MAC000653,2013,5,12.136999999999993,9.139999999999995,29.580000099999996,23.840999999999998,74.69800009999999
MAC000653,2013,6,11.864999999999997,7.199999999999996,31.222000199999997,22.005,72.29200019999999
MAC000653,2013,7,11.968999999999994,7.317999999999997,21.551,20.68,61.517999999999994
MAC000653,2013,8,12.796999999999997,8.063999999999998,35.272999899999995,23.899999999999995,80.0339999
MAC000653,2013,9,11.322999999999997,6.706999999999997,31.160000099999998,18.448,67.6380001
MAC000653,2013,10,10.735999999999997,6.9769999999999985,43.649000099999995,22.965000000000003,84.32700009999999
MAC000653,2013,11,12.369999999999996,7.336999999999998,63.4939999,27.245999999999995,110.4469999
MAC000653,2013,12,13.178999999999995,6.548999999999996,35.254999999999995,24.967999999999993,79.95099999999998
MAC000653,2014,1,11.702999999999994,6.530999999999996,47.283,29.423999999999996,94.94099999999999
MAC000653,2014,2,10.401999999999994,6.057999999999996,41.979,27.592,86.03099999999999
MAC000847,2012,4,5.813000000000001,6.04,6.01,7.452,25.315
MAC000847,2012,5,46.782,35.061,32.727,63.473000000000006,178.043
MAC000847,2012,6,39.474999999999994,27.964,26.828,52.28300000000001,146.55
MAC000847,2012,7,48.187,34.946,34.643,71.746,189.522
MAC000847,2012,8,50.51199999999999,40.711,35.940999999999995,73.035,200.19899999999998
MAC000847,2012,9,42.77499999999999,37.335,30.88,62.26100000000001,173.251
MAC000847,2012,10,45.644999999999996,37.598,34.277,62.46000000000001,179.98
MAC000847,2012,11,47.641999999999996,32.216,44.534,68.756,193.148
MAC000847,2012,12,50.338,36.745,47.495,69.787,204.36499999999998
MAC000847,2013,1,48.7,31.797999999999995,46.160999999999994,68.619,195.278
MAC000847,2013,2,43.153999999999996,26.967,39.589,64.604,174.314
MAC000847,2013,3,48.244,31.601,45.080999999999996,72.33500000000001,197.261
MAC000847,2013,4,51.452,34.16,36.303,67.149,189.064
MAC000847,2013,5,47.62,35.242999899999994,35.208,67.01,185.0809999
MAC000847,2013,6,53.31999999999999,34.304,31.223,67.607,186.45399999999998
MAC000847,2013,7,53.858999999999995,38.216,37.489999999999995,77.854,207.41899999999998
MAC000847,2013,8,51.114999999999995,38.123,37.141999999999996,74.39099999999999,200.771
